NH3_ug_m3,temperature_C,humidity_%,SO2_ug_m3
7.764,16.85,39.66,6.647
7.736,17.36,51.03,9.147
10.059,19.17,47.98,10.204
7.622,20.8,58.47,7.184
8.814,23.5,47.14,9.281
8.032,20.89,48.19,10.17
9.549,21.61,52.58,9.94
9.571,20.82,60.6,8.07
13.369,21.47,55.28,9.013
7.847,22.05,58.51,4.612
15.977,17.17,59.2,8.107
11.606,15.93,59.24,5.778
10.188,16.47,56.2,9.658
11.152,14.83,57.46,5.424
11.336,15.19,56.02,6.749
9.661,12.88,55.05,6.242
10.446,11.25,56.93,9.028
11.198,12.31,57.92,8.567
9.66,13.1,45.45,9.409
7.732,13.25,45.31,5.872
9.64,13.67,41.92,8.832
10.653,15.38,44.7,7.776
6.471,16.71,41.0,6.244
8.628,18.26,43.84,7.094
7.348,18.67,47.57,7.988
6.613,18.9,33.85,9.971
9.453,20.31,47.19,10.013
11.137,22.38,45.04,8.624
11.571,20.45,50.65,9.304
10.909,22.04,47.29,8.128
10.319,20.96,57.73,8.168
8.313,20.96,58.53,8.505
10.287,21.67,58.81,6.391
10.848,19.33,60.98,10.088
10.423,17.95,55.62,8.387
11.712,14.97,56.4,8.464
10.936,16.2,61.62,7.575
12.152,14.87,54.74,7.14
8.582,15.66,62.32,7.338
11.309,11.9,53.58,1.927
8.954,12.03,54.96,5.453
11.791,11.98,59.07,6.36
9.848,13.75,45.78,6.091
12.187,12.24,46.95,8.261
7.775,13.48,49.23,3.905
8.788,14.91,47.55,8.382
9.197,15.61,41.64,6.875
10.607,16.15,40.61,7.731
11.337,18.21,42.01,7.119
8.503,20.47,49.54,11.749
10.685,18.99,43.9,11.059
9.666,21.17,46.99,9.967
8.349,20.67,46.9,11.697
10.539,23.12,53.5,12.332
9.712,19.68,53.37,9.626
13.172,20.34,50.66,8.878
9.155,20.67,52.46,10.554
11.347,21.06,49.61,8.478
12.287,17.9,55.08,8.857
10.131,16.02,61.85,7.153
10.349,17.65,63.7,9.305
10.049,12.45,60.35,6.287
11.476,10.51,58.55,7.685
10.918,12.88,54.17,10.228
8.478,11.25,55.84,9.163
8.82,10.54,51.62,7.799
9.285,12.79,55.62,7.781
10.993,12.73,46.08,7.968
8.196,12.56,50.19,4.739
6.828,12.73,47.04,7.055
11.344,16.52,45.69,11.119
10.207,17.55,34.43,8.987
9.685,17.94,46.46,12.281
8.532,21.49,43.04,9.752
12.791,19.02,43.04,11.906
10.448,19.27,40.54,8.235
9.209,20.77,48.38,9.719
12.023,21.71,50.61,10.103
8.373,21.89,47.33,11.012
10.318,20.81,48.58,8.243
11.823,20.73,58.08,6.338
10.873,17.77,60.89,8.016
11.478,19.8,58.96,8.204
10.95,16.67,63.08,8.415
9.663,16.82,57.86,7.132
10.248,14.68,57.18,5.636
8.656,13.78,52.46,4.378
12.144,13.12,48.23,8.371
9.484,12.48,59.96,6.635
8.075,12.63,54.8,9.113
10.159,13.62,42.64,8.862
8.89,12.76,46.9,9.223
6.557,14.17,44.22,7.532
7.033,14.25,42.25,7.741
5.857,17.29,40.91,8.711
8.529,16.05,43.8,7.856
10.498,20.31,45.82,10.08
9.589,19.31,44.96,7.422
7.859,18.68,44.14,9.522
6.266,21.34,45.65,9.236
8.666,20.87,51.95,8.001
8.993,22.87,52.13,9.287
6.786,20.9,52.64,8.624
9.696,20.65,54.13,7.058
11.547,18.13,57.31,10.63
8.452,18.81,55.33,8.439
7.145,15.24,61.29,7.654
8.897,14.96,53.97,9.856
7.648,16.48,56.36,8.524
9.72,15.3,59.65,6.143
9.389,13.83,51.4,4.843
9.088,11.37,47.98,6.371
12.215,11.97,52.6,7.184
7.941,11.94,43.3,6.228
6.785,10.73,42.82,8.946
7.869,14.42,49.11,7.657
8.412,14.46,43.61,9.273
8.686,14.18,48.29,8.418
10.603,15.68,37.53,5.34
9.75,17.2,41.71,7.723
11.669,15.79,43.95,8.713
9.185,19.15,38.47,10.831
7.253,19.66,48.55,8.646
10.064,20.07,48.12,10.3
10.414,21.44,41.57,10.924
7.488,24.1,49.93,9.593
8.442,22.54,53.7,7.634
11.952,20.59,51.72,7.765
9.352,21.17,49.82,9.752
10.859,21.12,58.12,6.366
7.229,19.35,66.65,6.641
11.571,17.02,56.53,9.793
10.023,14.87,64.09,5.895
10.646,15.28,54.0,7.212
9.282,13.88,56.6,7.999
9.348,13.69,57.17,8.284
9.421,12.88,52.12,7.809
8.395,13.29,48.7,7.423
9.33,11.56,50.72,6.663
9.47,14.29,53.45,7.981
9.613,13.74,45.43,7.751
7.04,17.03,40.9,6.83
6.665,14.91,41.4,8.528
11.035,19.12,51.97,8.755
9.298,18.57,42.7,7.537
9.187,18.75,40.58,9.826
6.25,19.99,39.65,9.087
10.987,20.98,38.59,8.332
9.434,22.37,49.27,9.04
10.017,22.66,52.51,6.283
13.709,21.18,50.37,11.137
13.778,21.34,53.83,7.812
9.892,23.14,50.86,8.308
6.953,21.61,57.35,10.245
9.367,18.85,59.54,7.684
9.779,17.08,55.75,7.019
9.585,15.88,64.38,8.708
10.781,15.27,53.47,6.996
9.672,12.27,56.68,7.354
10.764,12.4,57.28,7.561
11.273,10.2,51.65,9.722
10.538,12.6,48.95,8.379
10.434,13.07,41.91,7.732
10.742,12.21,51.13,7.122
7.692,15.48,43.36,8.317
9.194,13.15,44.92,9.846
7.35,14.07,44.66,8.009
9.412,17.39,39.19,9.124
9.249,19.68,41.18,9.935
8.395,21.65,48.11,9.169
6.714,20.11,39.57,5.655
7.912,22.75,54.21,11.923
9.384,21.91,44.65,9.578
8.172,21.92,44.98,8.604
8.394,23.01,52.3,8.309
9.099,22.24,62.53,6.652
14.214,18.77,47.71,10.432
10.053,21.4,56.06,5.466
8.984,20.08,59.33,11.198
12.207,16.37,57.83,8.806
8.378,16.31,58.95,9.956
10.076,15.22,53.76,7.239
8.628,13.9,52.96,9.545
12.129,12.13,53.11,7.704
11.832,11.49,47.25,7.816
9.75,12.19,49.34,9.929
10.208,13.79,45.89,7.106
8.087,13.54,43.63,5.175
11.711,13.24,45.14,9.419
10.586,15.64,35.3,6.075
8.335,12.5,40.87,6.849
6.815,18.59,50.78,8.369
5.903,16.42,37.44,10.617
9.862,19.28,47.73,8.751
8.229,19.41,44.08,9.712
9.796,19.99,43.1,10.487
9.532,23.44,42.16,10.056
7.548,21.65,50.07,9.202
11.875,22.46,57.4,10.422
8.779,21.49,51.96,10.808
9.57,21.32,54.85,6.513
11.346,19.81,60.48,6.98
13.514,16.97,58.6,9.476
11.815,18.41,51.22,7.112
10.731,15.33,57.64,10.067
9.167,12.85,62.49,5.458
10.33,13.17,55.02,6.158
11.636,14.69,42.55,8.261
7.792,13.41,53.14,6.976
8.293,11.89,48.54,8.024
7.523,12.06,39.94,5.808
9.041,12.59,38.61,6.818
8.928,16.26,47.57,4.664
7.34,15.27,39.47,8.142
8.609,16.53,37.97,9.335
6.731,18.54,41.19,9.34
8.688,18.89,39.03,10.696
8.981,19.5,42.8,11.662
8.443,20.61,42.86,11.136
9.358,21.55,40.53,11.392
33.96,22.09,45.22,67.593
8.802,23.18,51.1,11.211
6.419,22.2,51.57,9.659
9.105,22.52,53.0,8.822
11.136,20.75,62.74,5.887
9.763,19.9,59.18,7.961
11.271,16.2,60.47,9.866
9.948,18.41,56.67,8.504
12.95,16.43,57.94,6.768
11.194,16.01,54.53,9.42
13.689,10.3,58.1,4.922
9.577,15.48,52.89,7.881
9.62,12.31,52.29,8.029
10.531,13.73,49.79,8.478
6.369,11.32,47.01,6.625
9.461,13.81,56.9,6.072
9.696,12.6,40.83,8.596
10.954,14.15,39.52,7.355
8.942,18.4,44.2,9.163
8.771,17.17,38.77,10.974
9.314,18.96,40.26,9.784
11.008,20.94,37.88,11.536
7.546,21.53,45.46,10.662
7.48,21.91,47.17,9.517
10.88,22.67,45.82,10.751
9.844,25.28,52.01,10.818
7.783,22.16,43.79,10.893
9.497,21.97,50.32,11.847
9.082,22.2,54.13,3.458
9.095,21.23,51.39,7.794
10.53,20.12,49.88,9.792
10.807,18.17,55.92,5.848
9.488,14.73,59.65,6.098
10.446,16.86,61.21,4.336
9.88,12.49,52.62,12.872
8.033,13.43,56.08,4.512
7.804,11.67,53.77,3.52
10.607,12.42,53.85,8.036
10.033,13.06,45.5,11.703
8.678,13.55,37.78,9.002
8.92,14.46,43.6,8.14
9.071,16.93,37.99,10.212
9.062,16.74,38.35,8.115
10.26,17.2,39.77,8.931
6.898,19.94,39.89,7.889
9.855,21.42,42.61,12.952
9.25,19.56,46.13,10.442
8.906,22.54,43.5,10.823
7.854,23.16,48.49,10.528
9.653,22.14,49.03,11.828
8.504,23.97,54.79,11.16
6.791,21.64,52.22,6.207
14.455,21.18,54.32,6.037
9.078,19.79,54.41,9.334
8.376,18.81,56.05,10.707
8.996,16.18,53.84,6.406
11.232,14.47,53.17,8.085
8.714,16.91,59.01,7.946
11.268,12.94,50.3,7.368
12.563,11.97,51.7,8.953
11.422,10.08,55.11,3.047
11.199,11.82,47.39,8.889
6.748,11.17,50.05,7.353
10.571,15.23,42.44,9.22
9.536,15.26,38.94,8.565
8.445,14.26,35.49,9.715
5.512,19.0,46.32,8.316
6.875,18.77,36.25,9.617
9.329,18.49,44.06,8.571
6.885,17.09,37.87,6.661
8.096,23.87,48.41,11.549
7.776,20.25,53.63,8.694
8.596,20.44,39.98,8.711
9.856,23.81,44.46,7.974
9.74,25.35,53.96,9.807
8.204,23.58,54.85,8.022
8.029,21.8,57.57,8.298
8.513,20.8,53.43,7.362
9.669,19.91,64.48,7.787
8.831,18.5,57.27,6.708
10.1,16.63,51.66,7.926
8.288,15.21,54.72,7.996
9.867,13.98,49.64,9.571
7.946,12.35,59.16,3.803
8.691,12.42,48.23,7.525
8.45,10.65,50.6,5.545
8.342,12.74,44.68,6.018
8.356,12.17,42.17,6.89
9.771,12.82,35.33,6.909
11.583,15.4,44.1,8.348
7.436,18.06,46.1,5.481
7.814,18.78,36.97,7.239
7.807,17.09,34.72,12.416
9.326,19.0,44.92,9.408
9.653,22.35,36.39,11.086
6.943,20.83,49.51,8.786
10.344,22.24,42.94,9.587
6.418,23.34,44.22,10.315
11.289,21.35,51.7,12.699
9.529,22.14,48.48,10.727
8.277,19.62,51.46,7.515
10.323,19.46,56.98,10.162
10.171,19.36,46.64,7.802
11.54,15.77,63.2,6.296
11.909,16.92,56.53,7.377
9.594,15.16,50.39,9.016
10.531,14.81,50.22,8.802
5.982,13.62,56.6,7.398
8.853,14.49,53.11,5.03
10.213,12.93,54.01,11.835
8.153,12.43,43.66,5.51
6.607,13.59,45.65,9.667
9.729,14.89,44.51,9.509
8.304,15.34,44.32,7.921
7.793,16.53,45.25,9.261
7.841,16.94,37.6,10.117
8.744,18.28,40.28,8.615
10.385,18.6,39.1,11.373
8.275,23.41,42.6,11.341
8.955,20.62,47.26,9.473
8.628,21.78,39.78,7.856
10.305,21.92,52.9,7.029
12.146,23.68,45.98,9.658
9.375,21.75,51.24,9.608
11.229,22.81,59.1,8.849
12.371,19.47,56.7,8.374
11.686,19.41,57.55,10.457
9.91,16.78,51.74,5.112
9.247,19.06,52.02,8.722
10.059,13.85,59.16,8.435
7.573,14.61,51.76,10.677
9.561,14.21,50.48,7.624
8.762,13.45,54.39,6.88
7.77,12.65,44.1,5.582
8.256,12.89,47.31,10.002
9.916,13.6,44.47,9.412
6.422,14.16,42.63,8.641
7.793,16.53,39.3,8.405
7.211,19.23,38.25,10.662
8.035,17.21,35.99,8.917
10.669,17.52,42.5,9.854
10.972,20.27,38.7,12.816
9.069,24.51,46.52,9.077
8.384,21.24,43.4,11.832
8.226,24.67,42.0,10.249
11.276,24.89,47.35,11.529
9.465,22.04,48.73,10.048
5.619,22.89,56.34,10.217
11.416,23.36,52.48,7.899
6.85,19.92,54.12,8.694
12.358,18.92,61.67,7.959
9.555,17.18,58.33,9.211
7.145,15.36,62.68,5.821
10.105,14.6,60.27,7.43
9.912,12.87,50.41,8.567
6.494,13.59,56.26,5.652
8.202,12.12,56.47,8.507
6.381,13.25,54.27,4.96
6.465,11.27,50.02,8.049
6.59,14.04,48.01,8.26
10.624,15.44,41.27,9.517
9.973,13.08,37.86,6.904
4.598,17.13,39.01,12.326
7.148,19.44,33.48,12.679
7.746,17.81,45.79,10.772
8.316,22.48,40.08,6.069
8.738,22.01,47.65,10.956
7.285,21.46,39.22,10.858
9.611,22.73,50.4,9.518
7.058,23.64,46.16,13.067
9.918,22.89,45.07,11.58
7.613,22.95,58.65,9.053
11.902,20.4,58.23,9.36
9.12,20.67,55.92,9.144
8.544,17.57,56.0,8.375
12.856,17.84,57.9,8.688
10.48,15.59,56.65,6.978
10.624,14.59,51.9,5.169
9.098,15.92,52.15,6.213
8.29,14.95,59.98,6.874
10.49,13.87,60.9,6.833
9.396,11.76,54.24,10.346
6.544,12.86,47.83,7.509
10.362,15.19,42.63,5.788
7.756,14.7,39.14,9.278
7.35,18.35,38.13,5.952
8.623,17.25,38.04,10.141
8.462,18.3,48.59,9.642
7.984,18.99,47.48,7.109
10.23,20.73,44.04,8.603
7.981,21.42,38.49,10.818
6.103,23.25,47.56,10.872
8.643,24.05,44.96,10.752
6.763,22.13,39.37,11.312
10.422,21.3,51.2,8.136
8.33,20.2,48.62,7.23
10.208,22.21,50.41,9.902
9.641,19.24,53.91,5.396
33.049,16.78,53.72,32.137
11.399,18.54,55.85,8.338
8.925,19.77,55.38,8.162
11.052,15.56,47.41,8.971
8.477,15.54,59.72,5.864
10.065,13.84,48.05,5.677
8.847,13.12,46.25,9.082
8.858,14.27,46.52,11.399
8.394,12.99,45.33,8.479
8.079,14.16,49.67,9.936
8.57,15.02,43.25,9.174
11.539,14.87,43.17,10.285
8.23,18.06,41.2,10.393
8.839,17.96,40.76,9.376
9.293,18.55,41.34,9.712
7.282,21.31,33.17,12.119
5.867,20.62,41.18,11.536
9.101,22.53,48.48,8.418
9.814,22.99,61.53,10.281
8.47,24.47,43.02,11.112
8.121,23.57,51.6,9.683
34.599,22.47,49.55,63.599
10.916,22.68,61.68,9.867
10.924,22.34,49.35,10.563
7.058,20.13,58.06,9.998
11.522,18.18,50.2,9.153
9.191,15.3,54.29,7.419
11.389,14.39,54.62,11.293
7.386,14.26,57.77,9.03
11.205,13.11,47.52,8.274
9.014,13.11,52.56,7.415
6.577,13.33,47.76,7.884
9.077,14.07,46.7,11.56
8.796,13.85,47.52,7.544
8.765,15.31,36.9,9.343
6.792,15.84,44.0,8.221
8.949,14.6,37.68,9.751
8.593,17.14,44.07,10.214
8.465,19.39,41.29,14.136
9.886,19.31,39.92,10.498
10.837,22.52,39.67,12.372
7.235,24.43,46.98,8.264
8.355,24.56,50.66,11.048
7.665,23.01,45.55,10.448
8.492,24.88,45.22,11.709
9.644,22.77,54.46,9.074
8.455,21.4,47.55,8.49
9.002,20.03,49.39,7.816
8.999,19.2,51.16,6.19
11.374,17.8,54.02,7.565
8.087,17.18,50.07,9.06
8.194,15.96,46.86,6.717
9.507,14.73,48.8,3.447
9.858,14.46,54.25,7.568
7.417,14.86,44.67,2.565
7.623,14.5,46.18,5.936
11.766,11.75,53.25,4.43
7.649,10.97,43.34,7.313
6.407,15.95,43.25,6.739
8.313,14.22,36.83,8.234
7.498,16.8,48.46,7.577
5.273,16.96,37.37,11.557
7.362,17.5,38.9,11.422
10.779,21.51,45.88,10.034
9.414,22.81,41.15,10.573
8.849,22.0,43.73,10.819
8.736,20.08,44.34,10.2
7.901,22.71,46.44,9.071
10.558,23.66,51.09,10.025
7.961,20.92,53.75,9.839
8.226,22.12,50.62,7.268
10.23,20.85,51.4,5.699
9.454,20.35,52.83,10.622
12.97,18.51,49.93,5.605
9.197,15.9,48.9,6.854
8.647,17.3,55.65,6.291
12.166,14.64,56.95,7.255
8.38,14.0,55.02,9.384
7.52,12.41,40.08,6.969
11.519,12.93,46.42,7.35
10.515,12.57,40.92,8.793
9.676,13.93,43.97,8.214
8.102,16.98,40.07,11.156
8.17,14.32,42.84,9.864
8.149,15.23,39.59,11.866
8.368,20.23,31.81,9.924
9.999,19.51,35.8,11.585
7.977,20.16,40.49,7.608
7.993,23.25,42.1,9.671
6.946,22.07,37.77,11.482
8.503,25.48,39.18,9.91
8.986,24.28,47.62,10.307
10.89,22.71,43.85,10.579
9.973,25.38,44.72,10.123
9.336,21.27,51.27,11.213
8.556,21.85,52.37,5.684
10.622,20.12,51.61,11.044
10.903,20.03,52.58,9.291
11.689,19.04,55.18,9.054
8.034,16.0,51.44,8.725
9.199,14.02,53.34,5.353
9.933,14.69,49.87,9.047
7.959,12.82,50.14,6.076
8.904,15.98,50.77,6.557
6.821,13.9,48.54,9.368
7.658,13.8,48.41,7.695
6.262,15.25,44.95,8.577
6.381,14.45,41.28,8.335
9.07,16.1,37.8,8.695
10.321,20.0,37.71,9.611
7.645,19.07,36.02,10.651
6.662,19.81,40.35,9.173
8.617,22.74,44.39,12.54
9.737,24.32,40.36,9.716
9.446,24.26,45.04,9.834
9.822,24.76,44.55,9.99
9.002,22.49,50.17,8.759
10.502,21.19,49.06,7.555
9.09,23.9,49.96,10.83
11.129,20.68,51.47,6.716
10.676,19.56,57.0,9.598
8.419,20.16,54.87,11.04
9.429,17.94,53.27,9.743
8.702,16.61,55.23,9.849
9.833,17.63,51.26,5.964
24.941,13.46,55.76,52.056
8.31,14.85,45.43,7.276
7.92,13.73,46.38,10.638
9.356,14.16,39.43,7.811
8.177,16.17,41.74,10.717
7.234,15.74,34.75,12.614
6.961,16.81,43.18,4.962
8.545,18.66,42.46,10.386
9.657,18.23,42.26,11.678
5.341,18.95,39.51,11.354
7.612,19.91,36.68,8.833
7.617,19.84,38.27,8.821
11.938,25.46,49.24,10.535
9.744,22.17,50.8,11.813
9.023,23.4,47.61,9.699
9.173,23.16,47.13,12.939
10.168,23.36,56.6,10.366
7.195,23.18,50.0,10.879
7.699,22.2,54.97,9.471
9.27,19.26,60.26,10.561
10.221,18.46,51.78,8.306
11.658,17.71,58.17,8.605
10.242,15.87,56.13,7.752
7.159,17.06,52.62,8.05
9.09,14.92,47.15,9.323
8.156,14.72,46.3,6.951
9.334,14.56,48.15,6.313
9.363,15.34,39.23,7.618
10.4,14.65,43.52,10.336
9.055,13.67,43.5,6.567
32.777,16.74,44.01,47.703
6.438,16.69,33.67,10.21
7.733,18.13,44.26,12.585
6.667,20.76,46.05,8.701
5.032,22.75,41.71,12.013
9.276,22.33,37.18,12.576
7.021,23.47,41.68,12.876
9.902,25.64,44.73,9.343
8.966,24.05,48.08,10.995
8.232,26.72,49.15,11.517
9.786,23.77,52.12,8.194
9.942,20.19,52.29,10.403
11.798,22.17,54.98,13.447
10.304,20.52,52.88,8.753
10.343,20.31,53.64,6.115
8.908,18.28,52.42,7.38
8.053,16.1,61.59,6.982
12.365,13.76,58.51,6.435
9.516,14.18,53.21,4.36
7.216,12.91,54.37,9.598
9.344,13.17,50.06,8.199
6.742,14.74,45.52,6.261
6.414,16.54,36.84,7.252
7.908,15.8,40.16,12.863
8.276,14.93,38.6,10.672
7.314,18.11,34.61,8.792
8.513,20.3,32.92,9.371
7.575,19.43,41.11,12.503
7.952,21.21,41.24,12.699
7.95,22.42,36.54,9.196
5.714,22.25,39.88,8.56
9.203,24.47,49.44,11.695
9.48,23.72,43.36,11.011
8.818,24.2,49.62,10.99
6.694,22.13,50.11,10.637
9.997,21.88,54.55,8.513
7.324,22.23,50.37,10.85
9.777,19.71,54.95,9.641
10.264,20.94,55.54,11.404
10.012,17.09,55.52,10.773
8.533,16.64,54.11,9.327
10.487,16.45,53.9,8.541
9.775,12.83,59.63,8.679
6.952,11.92,59.18,7.08
7.834,12.14,44.19,10.322
5.966,15.65,35.4,6.997
8.511,13.98,45.13,8.286
6.4,18.5,41.83,10.005
8.857,15.79,44.06,11.903
3.836,17.9,40.16,8.51
7.875,20.82,38.98,10.295
6.915,22.67,43.53,8.902
8.394,23.94,44.89,14.208
9.987,23.95,35.54,11.397
6.551,24.53,39.48,7.219
5.955,24.51,44.25,11.177
9.166,24.9,47.14,11.362
9.86,23.14,47.91,8.947
9.66,22.32,52.48,9.813
7.456,22.5,56.39,9.821
10.051,21.26,60.56,10.397
9.22,19.72,56.79,6.562
10.777,19.8,51.33,10.45
11.036,18.82,53.88,10.831
13.052,16.57,53.37,9.669
6.712,17.21,54.46,8.982
9.974,13.27,52.3,7.258
9.232,13.91,57.02,7.144
5.68,13.21,44.78,5.911
10.627,12.0,46.09,6.171
8.035,14.64,52.04,5.354
11.443,15.39,38.63,9.564
7.84,18.39,40.28,10.197
7.413,18.53,35.12,9.224
7.448,17.84,38.95,6.912
7.594,22.59,35.78,12.874
10.604,23.03,43.88,7.935
6.224,23.3,41.56,10.075
10.182,23.13,38.88,8.098
7.714,22.75,47.92,8.646
10.046,23.62,47.34,10.902
5.254,25.21,52.51,9.17
6.825,25.66,46.03,7.458
9.897,24.46,53.76,10.794
7.877,20.98,56.65,8.433
9.254,19.02,52.66,6.898
7.898,19.24,49.59,7.216
7.888,15.65,54.19,9.895
9.322,16.96,58.47,6.118
9.624,15.36,56.79,5.868
8.039,14.18,48.91,9.899
8.311,12.33,43.56,9.213
9.219,14.79,44.79,8.453
6.07,13.7,42.57,6.606
8.44,13.44,44.3,9.556
10.225,12.19,40.43,7.693
10.867,16.64,36.57,9.212
10.358,20.0,43.2,11.162
6.592,21.17,39.07,13.351
6.604,19.92,40.52,11.598
9.126,20.95,32.68,13.661
9.543,23.27,31.16,11.932
8.119,22.3,36.76,11.455
8.213,24.36,42.52,11.763
9.36,25.09,48.82,11.233
10.354,25.47,39.21,7.653
8.735,23.38,56.88,7.415
8.815,22.46,52.85,8.472
13.498,20.62,58.88,10.824
9.238,19.47,50.69,8.747
6.283,18.9,56.53,9.291
9.19,18.32,54.58,10.708
8.442,17.77,56.71,5.372
10.944,14.67,51.23,10.9
9.566,16.63,52.4,8.322
10.42,14.02,52.99,5.845
8.406,14.25,43.8,10.5
7.504,13.55,45.3,6.456
9.137,12.03,34.85,11.697
9.36,16.8,43.55,7.769
6.274,17.66,47.29,8.344
8.117,17.64,33.69,12.039
8.38,19.35,38.03,10.23
5.901,21.19,42.19,7.911
9.25,19.9,39.6,11.439
4.747,22.17,41.4,10.796
6.964,24.56,40.84,10.858
9.783,22.6,42.62,14.292
8.659,24.63,46.05,10.032
8.584,22.48,48.64,11.442
9.049,24.16,45.67,13.708
9.685,22.77,51.79,9.207
8.878,19.84,59.6,7.941
12.013,21.97,52.45,10.462
10.644,18.39,49.45,8.308
8.467,17.01,53.52,7.136
7.916,17.01,50.47,5.712
10.822,17.12,46.7,4.671
9.154,13.73,50.96,10.115
11.608,14.52,45.63,8.62
8.547,14.89,43.79,7.804
8.206,15.38,44.84,8.076
7.18,15.26,36.16,5.35
11.583,15.4,33.67,10.717
8.525,15.88,42.05,9.779
7.66,18.19,30.84,11.02
7.456,18.09,34.39,8.942
7.82,17.17,31.37,8.947
10.233,22.4,37.42,12.224
10.722,24.0,42.35,12.897
7.338,20.87,42.74,11.499
10.34,22.99,53.79,10.518
11.665,25.12,50.64,8.586
9.166,26.68,44.64,10.422
11.897,23.73,45.5,9.164
8.672,22.04,62.78,7.725
9.186,21.66,57.47,9.206
9.733,22.32,56.38,10.592
9.47,18.6,54.59,7.605
8.327,17.12,55.11,9.528
11.855,16.3,47.29,10.92
10.683,14.7,52.58,9.112
8.98,15.19,50.58,5.158
8.976,16.5,44.75,4.986
7.373,14.87,44.04,7.58
6.342,14.35,50.18,9.14
6.499,14.8,41.69,7.06
5.095,14.07,48.82,9.662
7.422,18.04,32.3,8.891
6.472,18.09,36.37,9.948
8.226,19.26,32.0,9.9
8.786,24.61,33.63,11.227
8.302,22.34,35.95,14.909
10.771,22.11,41.79,12.264
8.439,23.3,43.26,11.541
9.871,25.69,41.4,10.915
7.992,24.62,37.28,10.701
9.351,22.58,54.17,10.753
9.261,24.91,49.05,9.618
10.535,22.21,47.38,9.914
10.33,24.23,54.22,8.547
9.984,22.07,54.74,13.251
11.953,18.94,52.9,10.119
11.77,19.72,54.51,7.953
11.194,17.06,48.5,6.986
8.442,16.97,54.89,8.025
9.067,15.73,46.2,6.815
8.783,13.63,45.84,6.649
9.323,13.81,48.69,7.706
6.472,15.99,48.84,10.538
7.941,14.85,48.43,5.495
9.446,15.56,44.66,8.652
9.79,15.94,37.87,8.81
7.306,18.8,32.2,8.745
8.383,22.06,43.71,9.254
11.282,19.6,43.85,11.201
7.833,22.11,36.48,9.702
9.024,24.81,44.12,11.078
8.899,23.82,40.76,10.89
9.245,24.95,50.03,11.505
12.035,23.31,44.03,11.887
7.978,24.93,56.08,6.327
10.465,23.69,53.24,11.236
11.5,24.3,58.94,7.854
9.135,23.51,51.16,8.807
6.018,23.98,55.44,8.804
7.387,20.28,50.21,9.403
10.327,18.68,57.19,8.756
9.445,17.32,56.62,6.988
11.537,15.62,61.34,8.629
10.151,15.66,52.02,10.607
11.822,14.4,51.06,9.919
6.911,14.89,44.11,10.926
7.925,16.44,46.09,8.069
6.492,14.15,40.48,7.165
7.449,17.52,40.8,9.32
8.646,18.77,39.77,13.275
9.881,18.25,36.86,8.271
9.435,17.14,38.25,8.305
6.534,20.25,36.77,13.114
7.664,23.74,37.55,8.637
10.379,23.19,44.65,10.501
8.009,22.82,42.7,12.227
5.667,23.91,45.31,10.256
11.634,25.69,40.17,8.661
9.299,25.17,49.76,8.303
9.03,23.73,52.12,8.717
9.703,22.78,50.06,10.157
8.284,21.72,61.27,6.767
9.42,19.87,44.57,12.25
8.947,21.62,57.13,9.066
9.356,18.0,56.58,8.501
7.702,18.65,55.09,6.101
9.342,17.98,52.36,8.196
7.053,16.55,52.2,9.017
5.848,14.34,51.54,6.372
9.542,15.27,43.0,9.113
5.416,14.93,45.03,5.432
8.641,14.37,41.17,6.775
7.767,16.64,35.87,9.365
10.006,15.87,41.85,11.113
8.532,19.92,35.92,8.05
6.452,19.23,31.92,10.302
8.335,21.32,36.02,11.085
7.057,22.63,35.78,11.863
7.754,23.01,44.36,8.114
7.812,24.82,42.52,9.339
10.61,24.05,49.37,11.826
8.346,25.83,43.24,9.917
9.609,23.0,51.47,12.477
8.169,24.27,61.26,11.874
9.427,25.65,52.99,11.592
10.726,21.09,56.28,8.774
8.059,20.27,56.41,8.512
9.436,20.41,48.22,8.613
10.138,18.71,55.98,10.0
8.917,17.71,54.06,6.942
9.409,16.84,50.52,8.849
10.893,16.22,46.37,9.4
6.909,16.29,50.75,10.335
11.66,15.38,41.93,9.639
10.317,14.77,52.28,5.301
7.4,16.37,42.28,8.294
7.05,18.64,35.27,6.899
9.229,17.23,36.84,9.936
11.037,17.43,36.98,8.811
7.496,21.22,47.47,8.792
6.647,21.04,34.55,9.012
9.442,19.78,38.43,13.722
5.261,24.44,38.01,12.124
7.835,23.58,43.82,10.145
9.555,24.61,41.66,10.978
6.363,25.29,41.26,11.796
10.938,24.95,47.11,11.925
8.299,25.07,48.62,6.73
10.424,22.9,49.11,14.831
9.889,23.01,50.59,11.447
8.393,20.87,58.29,9.116
11.967,20.78,52.54,10.714
10.748,19.34,49.01,7.965
9.517,16.27,50.9,10.19
8.942,17.66,51.69,9.315
8.394,14.92,44.48,6.368
11.926,16.03,54.39,7.636
10.453,15.44,49.21,11.105
8.47,17.37,49.39,7.008
5.113,15.4,43.31,8.455
8.19,16.04,31.71,11.023
5.708,17.47,44.95,9.96
6.897,18.34,34.56,9.714
7.987,20.95,34.61,9.546
8.522,19.35,38.64,9.461
8.613,21.23,44.32,10.916
6.772,22.25,44.29,11.31
11.214,25.47,45.36,10.595
9.127,26.88,42.42,14.248
10.102,24.87,44.43,10.804
11.708,24.62,49.19,11.456
9.903,24.41,49.22,11.634
9.086,24.92,54.95,9.362
